,best_match_score,__id_left,__id_right,Course,City,State,Country,Year,id,name,address,city,state,country,latitude,longitude
2250,0.541825756116414,132_left,10822_right,Knoll West,Parsippany,New Jersey,US,2020,10823,Knoll Golf Club - West,  990 Greenbank Rd,Boonton,New Jersey,US,40.89527795,-74.3771476533839
2251,1.1868844310595954,133_left,11089_right,River Vale Country Club,River Vale,New Jersey,US,2020,11090,River Vale Country Club,  660 RIVERVALE RD,River Vale,New Jersey,US,41.025965086956525,-74.00918656521739
2253,1.0106882852938393,134_left,10919_right,Royce Brook East,Hillsborough,New Jersey,US,2020,10920,Royce Brook Golf Club - East,  201 Hamilton Rd,Hillsborough Township,New Jersey,US,40.50759730112973,-74.6046133522529
2255,-0.03489309468699982,135_left,11377_right,Pleasentville Country Club,Pleasentville,New York,US,2020,11378,Brentwood Country Club,  100 Pennsylvania Ave,Brentwood,New York,US,40.78697175,-73.24158402955203
2489,1.0340591378930577,136_left,10990_right,Maplewood Country Club,Maplewood,New Jersey,US,2021,10991,Maplewood Country Club,  28 Baker St,Maplewood,New Jersey,US,40.728233149999994,-74.27549111235047
2490,0.6577136725435166,137_left,11592_right,Flushing Meadows Pitch & Putt,Flushing,New York,US,2021,11593,Flushing Meadows Golf Center,  100 Flushing Meadow Corona Pk,Flushing,New York,US,40.75559,-73.81188
2510,1.355315302737805,138_left,11075_right,Sunset Valley Golf Course,Pompton Plains,New Jersey,US,2021,11076,Sunset Valley Golf Course,  47 W Sunset Rd,Pompton Plains,New Jersey,US,40.961782,-74.30379
2511,1.0150081420555699,139_left,2615_right,Rock Manor Golf Club,Wilmington,Delaware,US,2021,2616,Rock Manor Golf Club,  1319 CARRUTHERS LN,Wilmington,Delaware,US,39.770227,-75.538926
2512,0.8649224213723972,140_left,11395_right,Pelham Bay,Bronx,New York,US,2021,11396,Pelham Bay Golf Course,  870 Shore Rd,Bronx,New York,US,40.87273312033569,-73.80925958350291
2513,0.8451642983515127,141_left,11747_right,Whiteface Club,Lake Placid,New York,US,2021,11748,Whiteface Club & Resort Golf Course,  373 Whiteface Inn Lane,Lake Placid,New York,US,44.3108151,-74.0043351
2515,0.18423446535478458,142_left,11747_right,Lake Placid Club - Mountain Course,Lake Placid,New York,US,2021,11748,Whiteface Club & Resort Golf Course,  373 Whiteface Inn Lane,Lake Placid,New York,US,44.3108151,-74.0043351
2517,0.19560310261309985,143_left,11747_right,Lake Placid Club - Links Course,Lake Placid,New York,US,2021,11748,Whiteface Club & Resort Golf Course,  373 Whiteface Inn Lane,Lake Placid,New York,US,44.3108151,-74.0043351
2519,0.6160036647099643,144_left,2474_right,Oak Hills Park GC,Norwalk,Connecticut,US,2021,2475,Oak Hills Park Golf Course,  165 Fillow St,Norwalk,Connecticut,US,41.1140234,-73.44439209418469
2520,0.7579916690426437,145_left,12255_right,Dunwoodie,Yonkers,New York,US,2021,12256,Dunwoodie Golf Course,  1 WASYLENKO LN,Yonkers,New York,US,40.9333,-73.87629
2521,1.752049162425527,146_left,10178_right,The Reserve at Moonlight Basin,Big Sky,Montana,US,2021,10179,The Reserve at Moonlight Basin,  66 Mountain Loop Rd.,Big Sky,Montana,US,45.29552040728476,-111.41668637086094
2522,0.9039221896436929,147_left,10176_right,The Club at Spanish Peaks,Big Sky,Montana,US,2021,10177,Spanish Peaks Mountain Club,  181 Clubhouse Fork,Big Sky,Montana,US,45.258582,-111.37078
2654,0.9294857162961389,148_left,12256_right,Sprain Lake,Yonkers,New York,US,2021,12257,Sprain Lake Golf Course,  290 E Grassy Sprain Rd,Yonkers,New York,US,40.9785377,-73.8445292209295
2655,0.04957818637110325,149_left,10888_right,Weequahic Park Golf Course,Newark,New Jersey,US,2021,10889,Howell Park Golf Course,  405 Squankum Yellowbrook Rd,Farmingdale,New Jersey,US,40.19918,-74.170675
2658,0.41450229270149014,150_left,73_right,Stillwater,Dadeville,Alabama,US,2021,74,Stillwaters Golf,  797 Moonbrook Dr.,Dadeville,Alabama,US,32.753279,-85.787596
2709,1.0425387582418937,151_left,10600_right,Desert Pines Golf Club,Las Vegas,Nevada,US,2022,10601,Desert Pines Golf Club,  3415 East Bonanza Rd,Las Vegas,Nevada,US,36.17362592204508,-115.10102074113331
2710,1.1875063040224396,152_left,10597_right,Bali Hai Golf Club,Las Vegas,Nevada,US,2022,10598,Bali Hai Golf Club,  5160 S. Las Vegas Blvd.,Las Vegas,Nevada,US,36.082092,-115.172848
2711,1.4576164937298102,153_left,10610_right,Las Vegas Paiute - Wolf,Las Vegas,Nevada,US,2022,10611,Las Vegas Paiute Resort - Wolf Course,  10325 Nu-Wav Kaiv Blvd.,Las Vegas,Nevada,US,36.3536,-115.3182
2712,0.45978623405164676,154_left,208_right,Gateway,Montgomery,Alabama,US,2022,209,Gateway Park Golf Course,  3800 Davenport Pkwy,Montgomery,Alabama,US,32.33293715,-86.32909908645253
2713,1.1597500057387518,155_left,12257_right,Mohansic Golf Course,Yorktown Heights,New York,US,2022,12258,Mohansic Golf Course,  1500 BALDWIN RD,Yorktown Heights,New York,US,41.266376,-73.806395
2714,1.0327889841543554,156_left,15929_right,Dead Horse Lake Golf Course,Knoxville,Tennessee,US,2022,15930,Dead Horse Lake Golf Club,  555 Frank Gardner Lane,Knoxville,Tennessee,US,35.91702965,-84.11223769671582
2842,0.9385305421410072,157_left,4500_right,Farm Golf Club,Rocky Face,Georgia,US,2022,4501,The Farm Golf Club,  187 S Goosehill Rd,Rocky Face,Georgia,US,34.772147,-85.021965
2843,0.7679032945812411,158_left,15785_right,Chattanooga Golf and Country Club,Chattanooga,Tennessee,US,2022,15786,Chattanooga Golf & Country Club,  1511 Riverview Rd,Chattanooga,Tennessee,US,35.07301779824642,-85.28596246505313
